0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3.7873487,11.559593,23.328165,8.146384,8.640168,8.114263,11.1966,14.025622,-0.99380636,17.03391,5.1004786,12.69053,15.124839,12.199676,15.984531,7.499318,15.07847,7.3440704,13.559495,10.445381,-0.9999704,12.650475,-0.98240364,11.516702,10.618459,13.464372,4.715623,20.507618,-0.99999946,-0.99959546,9.969074,15.604269
3.032877,7.7956944,6.197451,11.313818,11.490115,6.9618287,4.5958104,1.2003895,-0.53361,6.003064,2.0867493,4.924917,5.28353,7.401233,4.3031936,2.6369166,5.4483833,6.202731,1.4081558,2.4831762,-0.99435735,4.067587,-0.9037032,7.618549,4.7413964,10.467474,9.991995,15.933699,-0.96512,-0.989318,6.1788006,11.705331
5.30693,10.201153,11.918055,10.69485,3.457095,8.407605,2.089646,6.9199276,-0.80576456,15.2853985,2.5557523,5.159994,3.5101428,7.8940425,4.4594464,1.0057558,11.840347,3.1230252,10.256695,5.3065476,-0.9989563,10.356222,-0.8996841,1.7939239,7.8832,11.03526,8.552271,14.061649,-0.9852995,-0.9906349,9.899734,10.823586
5.1854787,8.558242,18.266401,9.50461,5.3740087,4.584154,9.83117,6.8884068,-0.97294277,11.837448,4.4774714,6.465215,10.273249,4.515534,12.856742,3.3525672,2.1063669,5.920637,12.982387,10.397025,-0.9968269,6.4204555,-0.97275436,4.217654,10.986459,14.135777,4.6483417,17.293034,-0.9998468,-0.997921,10.880693,9.810633
5.209676,7.936513,3.449052,5.2503595,1.3233209,2.829932,7.9412274,8.279194,-0.8545611,4.3177867,2.1128247,1.7017869,10.943203,12.013944,4.936596,0.26158813,5.6779885,0.9988179,4.0662293,8.56405,-0.99533147,2.7268555,-0.90419525,3.1024063,3.7558417,12.554001,6.1405663,-0.1926173,-0.9914317,-0.94401807,6.9171743,3.1593976
6.393506,7.866744,11.43684,11.219469,13.949344,6.668504,14.991467,10.519446,-0.8779118,5.3988924,2.9944255,10.770991,15.542415,12.277181,9.90124,5.8299127,8.692597,3.6797926,6.851383,7.0219073,-0.9995961,6.619414,-0.880492,3.9745033,14.325454,10.185715,9.418156,11.491192,-0.9999688,-0.9386705,6.753512,7.496982
4.8717637,8.077917,3.3745322,6.3529243,2.7059517,1.3695976,5.116706,5.368206,-0.6657754,6.313881,0.70692897,1.6045052,9.4330845,12.199443,2.3270438,2.6053112,6.5319614,0.63691527,1.6293436,6.8135557,-0.98928493,3.852308,-0.8185557,4.779277,-0.30413687,12.9200115,9.483974,1.1353067,-0.9139208,-0.969059,5.4094334,0.42725947
6.0817857,12.54323,5.971293,10.367726,8.826388,5.462902,9.073423,8.618996,-0.91282415,4.9847307,2.1091185,9.810004,16.335833,8.509069,5.2265406,5.4439893,8.978372,3.5229702,9.450679,9.842646,-0.9999438,8.420881,-0.90433365,4.6183558,16.115276,13.503903,9.609208,12.619073,-0.99972034,-0.95314395,6.9723425,6.6381845
2.0167456,12.717602,9.932265,1.6325969,5.670698,4.3736944,5.0771003,10.946308,-0.98386437,13.734527,2.87544,2.193037,7.741196,2.877627,9.016874,5.930307,10.399719,2.8651865,9.695923,9.4166355,-0.99823,9.84708,-0.9177719,5.0190835,3.5380497,6.2987027,-0.76395494,8.966289,-0.9998281,-0.99710053,3.9879215,11.847072
4.2713304,3.1783645,13.344046,14.903226,6.9829473,6.635276,17.513119,6.57819,-0.85757625,4.7825336,2.8778892,4.122512,6.8563085,11.319793,14.957193,6.7350473,8.654082,3.56266,9.172835,7.3795543,-0.9979346,10.201786,-0.9914057,3.4938161,9.980591,11.50069,8.014655,12.494503,-0.99968594,-0.99347967,6.8078876,14.692261
2.4024055,3.8800414,12.899775,2.8777287,4.4300847,7.3980575,7.2564,11.304612,-0.88123006,5.853289,2.4178767,2.1559422,9.59857,8.029539,19.384312,4.567099,11.216115,5.3410196,10.481894,6.2871947,-0.999383,13.964455,-0.9106472,10.067789,7.955207,6.733676,10.172358,14.581205,-0.9999821,-0.9987355,10.794395,8.293507
1.6293961,4.181675,10.608364,10.677509,5.454864,5.9031096,12.260544,5.9625397,-0.91353124,5.769162,2.6506882,2.3662262,10.943752,8.360959,7.3573747,6.271138,8.128702,2.9080088,2.5079694,0.85141283,-0.9885314,2.7091892,-0.6625272,6.797195,6.2276735,13.686941,12.926137,15.361145,-0.99748677,-0.965528,5.093869,14.094351
5.219584,8.318388,5.571747,8.514778,2.4408157,1.8772784,8.527325,5.7032113,-0.77501935,3.9984822,2.3102083,2.5952563,12.406881,14.118476,4.3454413,1.5137141,7.97467,1.7021425,4.1843925,8.6731415,-0.99717987,1.9550517,-0.91143507,4.1367097,1.9220548,13.588835,7.6369467,1.4873875,-0.9798641,-0.96215075,6.0597777,2.9500883
4.40794,6.571736,14.123702,7.676305,11.532794,6.331867,8.868372,10.350425,-0.7203984,3.982853,5.2265778,7.7320166,18.36021,9.470887,12.159109,4.512862,7.491305,5.3647866,10.617182,8.241191,-0.9859819,0.2952709,-0.78489393,8.4973955,11.32618,2.3414881,7.6866274,5.7451415,-0.9999418,-0.88398594,3.859206,6.010246
6.757399,11.694415,11.006549,11.304293,2.5713372,4.69753,9.447811,4.4359827,-0.75011814,3.7055416,4.388748,8.69394,14.000286,14.978497,8.17753,2.562065,4.7655597,2.8410974,8.083489,8.583563,-0.9985336,1.9739816,-0.94930935,5.827609,3.4731631,10.490733,11.6636715,2.0739498,-0.9938026,-0.9810912,5.8900933,4.801752
4.8413005,5.101303,3.8129134,5.7435017,1.3639303,-0.84187853,6.919476,3.643304,-0.41549855,2.5592532,1.3845644,2.32609,10.576689,10.917565,2.405207,1.6674656,5.39168,0.64856964,4.3711486,6.251436,-0.9414641,-0.49272633,-0.7549899,4.782994,0.9138204,2.9179857,5.7208343,-0.004372656,-0.8917716,-0.8576872,2.3629303,0.71331924
0.621815,3.9079132,9.937876,17.008871,8.60157,4.956242,9.670092,7.084657,-0.8710785,6.458917,3.4787436,5.011464,12.180101,10.976969,8.712857,5.1556525,10.098368,2.3597643,3.8512478,0.9069508,-0.89496666,0.91739976,-0.8768525,4.5037913,7.6728287,8.341606,9.514138,13.161396,-0.9956382,-0.9708125,2.3811648,10.656867
5.8444114,6.0955834,10.487083,12.783209,6.417111,11.400711,14.271013,5.976392,-0.95515794,17.266676,4.206984,10.131226,8.916751,12.636609,5.900102,6.5571213,15.599976,2.6810908,11.90076,9.659565,-0.99890244,6.7565904,-0.9417006,7.047428,8.333573,15.221102,13.360157,11.648813,-0.92435217,-0.98422927,11.900965,13.23297
-0.29420364,3.3165486,14.159883,8.713654,11.565258,8.321642,2.8236203,4.8258696,-0.91291106,7.851941,3.4351695,9.989149,15.276671,7.098006,6.9507966,1.3914353,7.8457394,3.5143716,4.361976,8.99025,-0.9993781,11.216998,-0.9632889,10.001375,6.309072,4.841334,2.3809364,-0.8632574,-0.9962329,-0.9952146,3.9621391,9.849527
7.144899,8.544052,6.9503655,7.219468,8.771991,1.9995525,12.132064,10.743619,-0.88413286,5.6153216,4.55054,5.5114765,13.264106,14.180126,9.269295,4.94268,6.241539,4.2968206,5.679579,5.462971,-0.9965784,5.9682612,-0.7842437,2.6855693,13.127002,9.446392,9.304197,4.621685,-0.9999039,-0.81176424,8.573824,5.3661585
4.4204326,8.831036,13.864347,9.361729,10.252167,1.5752712,7.169331,8.379225,-0.6178461,6.6665697,2.6360705,8.371029,4.791739,7.7321477,10.460678,6.3665524,5.456351,4.0822425,7.892397,11.492149,-0.99505335,6.6690135,-0.96102357,2.7002127,11.46032,13.375795,7.5703363,8.899296,-0.99994594,-0.9768491,11.973631,4.453578
6.1239076,11.761954,2.2153792,9.572738,7.662854,7.233547,3.470814,11.382447,-0.95956033,8.852219,0.94629574,1.2719223,12.838148,10.674961,8.425972,4.2108936,7.85584,0.036370516,2.4113853,8.402525,-0.9984679,8.661009,-0.84884727,3.8287222,5.718494,15.011984,9.126394,4.0989485,-0.99903643,-0.9937348,7.657988,3.9690177
1.6111476,8.11643,8.162839,13.691473,2.042571,4.272764,3.8358314,9.375705,-0.8936988,14.089946,1.4412385,7.0706306,12.820185,8.147696,12.723192,5.891103,1.5624961,2.8947806,6.212938,5.469381,-0.9322928,10.383106,-0.9474262,11.521307,10.213752,4.6417494,13.249557,3.872379,-0.97917455,-0.99791676,9.521557,11.090401
5.4313684,14.641874,13.941259,15.244231,8.508975,11.647051,11.83691,9.756838,-0.9849652,16.359995,4.6454577,10.440181,9.52638,11.339267,7.9955564,5.493755,15.668126,4.474677,11.052785,12.276625,-0.999977,11.373459,-0.97407746,5.382543,10.582208,18.342535,12.579891,19.76043,-0.9995157,-0.9944983,15.440248,14.910578
4.0729527,10.203536,9.617463,8.335691,7.2869163,12.301888,4.9527683,2.279689,-0.8830411,16.711576,1.6450361,5.5558434,7.860506,8.69728,7.1195955,8.051962,11.064828,1.2609825,12.7312355,7.515652,-0.9997993,11.56592,-0.7199365,9.881788,11.353145,10.766172,11.265579,15.236277,-0.9892849,-0.99533945,9.352609,18.627638
2.7221944,15.125188,15.463406,7.6980276,8.518225,3.0517337,2.6734831,6.5036516,-0.67377186,6.1544456,3.971542,8.360467,9.796953,11.728569,10.455061,6.5380716,4.4562507,5.634326,11.938503,3.1983814,-0.995292,4.793411,-0.41595238,7.8009076,8.48989,12.407434,10.347228,4.641567,-0.9998839,-0.9460222,12.315107,7.7469645
5.0420938,15.309476,13.103368,13.230001,10.321478,12.318998,18.254227,9.206459,-0.94532096,6.2970514,2.0971096,12.50571,20.199633,3.1860733,11.629419,5.536445,8.245893,5.9565334,7.159859,10.743448,-0.99998575,7.292445,-0.9894159,8.718814,12.925191,13.461753,11.005557,12.999552,-0.99996644,-0.9874397,11.726537,15.966656
7.9237666,10.949845,12.921122,15.012791,7.6712933,4.338992,3.8177743,14.685299,-0.725298,7.2730417,0.9408665,11.742452,2.7548132,9.313209,9.540714,5.4537325,11.340051,4.3852267,6.706974,10.530697,-0.99171025,6.491441,-0.9604917,5.496143,14.294,11.682378,6.1711664,13.962827,-0.9998815,-0.9942999,5.1288056,11.903425
2.6562345,8.811704,5.7654147,5.41852,6.6851754,4.708592,10.439721,3.7035236,0.4113832,4.022192,2.030001,9.079249,11.879568,1.1819319,9.689016,2.8438811,7.443308,3.9636137,10.010039,7.9039793,-0.9973132,3.3716433,-0.92590076,7.9985976,9.125045,4.2823043,5.9892135,12.310856,-0.9988811,-0.84627557,13.380656,2.37022
3.8288655,13.794332,9.360978,8.863184,6.042602,9.342043,13.864397,11.892878,-0.92580545,15.7297125,5.106667,6.8205376,20.6794,12.050067,10.891472,10.922112,12.132669,5.634034,8.482898,15.011133,-0.99984944,5.4526753,-0.91485333,13.63936,11.493808,5.617991,11.04152,13.795335,-0.99991596,-0.9539852,12.046693,15.802212
3.01334,13.286963,17.342512,11.280848,8.703315,4.5074654,8.408314,5.5086374,-0.8590195,9.161912,5.1958303,5.256282,8.60281,7.6174994,11.020872,3.5096545,4.1262193,6.0306096,15.31365,11.728607,-0.99535936,5.7227736,-0.9746814,4.86635,11.060274,14.268348,7.0075016,14.492315,-0.99987113,-0.99407554,11.1741,9.404343
4.2681046,10.83855,10.368228,6.3629093,6.270593,10.3450775,6.3006334,9.247961,-0.9202036,15.965868,1.4245563,3.7974453,4.642757,6.012299,5.0296893,5.322771,14.613215,2.8323658,12.874484,10.068128,-0.99996203,12.117273,-0.85655355,5.736912,12.624839,13.953389,11.110708,15.263819,-0.99902093,-0.9961198,11.607101,17.41856
3.3939605,5.010397,7.1625533,11.524994,4.8146143,1.5084239,8.485692,1.6383262,-0.31748778,2.3065,2.399109,10.152423,11.902527,12.654361,6.2480874,3.8222828,5.7004876,0.45549375,9.659867,6.0899096,-0.9832509,1.1432216,-0.9012631,7.747012,1.1877226,4.9938455,9.301287,3.173934,-0.894605,-0.9435491,2.5921478,3.9829972
7.0360765,13.4344015,16.012686,14.862369,8.055483,8.992273,6.5320477,3.764691,-0.87764734,12.34615,3.4403634,7.1508875,6.267931,13.077565,0.78953844,4.9281797,10.699838,3.994937,7.754224,7.5401506,-0.99959326,7.197061,-0.9357377,6.6426973,9.821393,13.840592,8.81161,17.326298,-0.984872,-0.9599601,10.118592,15.908686
5.9808035,9.756677,8.18659,11.877964,3.9625034,-0.5299967,10.307642,5.385395,-0.6400707,8.853917,0.6853981,8.596528,0.1175229,8.913066,13.150194,2.213818,6.9412503,3.2974858,10.82667,10.569204,-0.8657485,1.565702,-0.99643075,6.2885327,7.3159404,6.8279824,3.5667505,8.667747,-0.9914491,-0.9873173,1.8217336,8.888102
1.8958243,14.186595,4.6430283,12.867579,15.596972,11.917006,11.016611,0.45050976,-0.9825603,4.700343,0.68029094,2.9496431,13.172582,7.976273,10.527278,4.460533,8.9991865,4.128007,3.7903094,6.368729,-0.99990684,4.022202,-0.80906695,9.776557,11.782472,16.324602,11.111315,17.531345,-0.99815804,-0.99895775,8.85894,15.253187
4.4053426,11.495189,21.336912,10.181522,7.6635213,10.288065,12.685701,15.2062645,-0.86120284,10.347314,6.3058,2.7541208,7.2086973,13.204244,9.204266,6.408835,10.047431,5.543021,8.055198,11.768099,-0.9995737,16.781036,-0.95461375,12.06153,6.233099,10.531265,7.3038235,9.923946,-0.99995756,-0.99040014,11.04522,10.563309
3.214594,7.6803303,7.4490414,8.633427,4.849575,8.743449,7.6032166,4.5181623,-0.4278084,10.9607935,2.272857,4.1047664,7.1933894,9.56113,3.5885522,5.7629833,7.734076,2.1450667,14.358733,3.7462425,-0.9595339,4.45111,-0.6108556,1.6573074,3.58466,12.182928,11.648909,7.670929,-0.9268954,-0.9012209,4.888195,6.375942
4.047397,5.864513,16.042612,10.540215,3.4699028,5.696538,10.222858,11.915396,-0.9254973,12.2166,3.2239702,9.338582,8.6941395,13.83789,8.268582,5.0879936,1.9453868,4.9603662,4.395528,9.537197,-0.993281,12.974253,-0.96741045,4.776667,9.54196,1.7102362,11.123811,6.51168,-0.99922335,-0.97306633,10.796057,6.330965
3.6616998,10.936243,14.390772,14.847091,10.1017885,9.625818,19.6278,8.1584015,-0.84984154,5.8237214,2.5976777,7.16282,9.653969,10.508655,10.314562,5.431527,11.20575,4.8892345,9.20754,8.691005,-0.9998996,11.0171,-0.9759119,5.4767647,16.607502,9.481777,7.916054,13.087122,-0.99988765,-0.980048,3.847845,22.102518
1.487432,10.403155,8.633842,13.732573,6.64826,8.409197,5.019489,3.9811077,-0.49908167,9.454045,4.267652,7.487525,6.4096932,11.357821,4.3539305,2.409996,4.6614294,0.84827036,6.3359413,4.6443086,-0.9882192,6.183395,-0.9107363,4.408773,7.5380588,12.771147,10.611475,4.286252,-0.95565623,-0.9757478,9.462002,2.685667
7.0771813,7.7091894,11.852024,4.8174963,11.25353,5.307769,11.257353,13.431973,-0.9050774,18.730661,3.0177474,9.01709,13.993989,11.3719425,13.144154,3.3058984,10.024337,2.0497305,11.448067,13.553862,-0.9991722,8.531516,-0.9589852,10.173899,8.189954,6.5117774,11.060792,12.583538,-0.99965215,-0.9923499,12.563936,15.599346
7.4741445,5.937394,11.944586,9.408618,4.3398304,7.4110565,5.42933,5.0329323,-0.68924665,14.448279,0.8568276,5.731449,3.8205328,9.33632,8.130451,6.0962267,16.246159,5.119087,5.4084077,6.4815297,-0.9992135,6.490502,-0.95823324,9.334313,6.428845,13.434493,12.705989,13.532432,-0.97143835,-0.9949383,9.028126,16.73106
5.7493286,11.74215,13.782871,14.593009,10.973668,7.784337,14.258975,10.551902,-0.98108613,11.704932,5.308068,13.236115,17.304184,13.113719,12.226273,6.522351,11.137187,5.4468737,11.691876,13.053519,-0.9999489,9.596138,-0.97659785,5.429402,14.487096,18.329994,16.062975,14.751539,-0.99995744,-0.995994,11.035794,11.210804
4.94652,7.60695,17.792866,4.1851015,6.311664,6.470745,8.6735935,16.605032,-0.93254936,8.192434,3.2773743,7.339711,12.715615,4.7966475,7.9245234,5.2309494,8.694914,2.6399412,6.3209963,7.756856,-0.99734116,3.9107156,-0.9373877,10.37233,1.6914666,6.926665,5.831007,12.937895,-0.99998224,-0.98326373,3.7503147,12.075504
2.8740664,7.0986176,11.584684,9.8013315,13.46321,8.0701065,16.30101,3.1455228,-0.9119474,4.8562865,5.214498,1.8064946,11.142244,14.93894,11.72451,1.8874515,6.598782,4.843481,4.3656974,3.8570373,-0.9920503,2.7639716,-0.41462505,9.666452,13.364322,11.262203,10.263201,15.817341,-0.9982555,-0.99132246,4.4000196,13.453619
5.601509,9.179612,20.790808,6.3151646,5.6915436,5.1982265,9.3595915,14.002275,-0.99021333,11.87271,3.5790713,6.3306975,13.886429,5.282088,13.592583,4.940998,9.844784,1.869703,14.358143,12.574953,-0.999635,6.034876,-0.97722685,9.477734,10.719344,9.583969,5.1841974,20.657906,-0.9999974,-0.997734,10.846268,12.48424
4.211986,1.5781833,12.431938,1.3727198,4.876131,5.9156303,6.5837226,7.4758105,-0.9659102,10.489675,2.696302,2.3457274,9.930306,8.346593,18.146334,5.894965,3.68538,5.7892075,8.586458,9.087339,-0.9972164,12.1070175,-0.6589236,9.105289,14.021702,11.740834,5.511218,12.453276,-0.9998643,-0.99710697,9.121717,7.8847504
3.9186769,9.288621,14.086577,18.935066,11.341626,6.3229733,15.34263,6.4319754,-0.88313,4.7420893,4.965835,7.7248197,10.861496,15.090894,16.5717,7.3934865,6.6516037,3.1915414,9.14385,10.344071,-0.9990684,12.8875265,-0.9943478,4.302202,6.6856823,7.622007,5.865801,13.047711,-0.9999636,-0.99910206,9.924419,10.042882
5.0345902,8.871471,7.9926686,10.514725,3.26274,1.4524325,9.597638,5.1376166,-0.6757494,2.5253487,3.3474498,4.2068152,12.322682,15.965231,6.5104556,2.311336,7.419804,2.103002,5.617273,7.487085,-0.9965799,2.735551,-0.9289607,4.1382384,4.351259,10.778429,7.7497644,2.1969147,-0.9933698,-0.9547893,4.8279967,2.4726627
3.7359831,8.555881,10.405722,16.542711,11.4195795,7.587051,13.685614,4.390362,-0.84023553,9.374604,4.6865687,9.951085,13.036094,14.856549,9.63497,3.843329,17.480944,4.2190533,7.465562,7.669782,-0.99575716,2.6793346,-0.940032,12.06352,9.775172,18.002836,9.081902,10.713394,-0.97890055,-0.99211377,8.014403,20.784475
5.1891227,7.5152154,9.13412,8.937935,12.146254,3.5165246,4.9961047,9.556933,-0.41554737,5.580976,2.6430435,12.239742,13.301526,10.440389,8.298635,2.51893,6.2464147,3.0194752,7.8701406,9.063963,-0.9990991,8.839213,-0.89790493,7.4397583,12.504689,9.213874,9.964395,10.394091,-0.9997548,-0.9618219,9.519241,1.9836537
